Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
lower_pin,1.8357600118171E-07,-3.46181416865932E-14,0.027899999999396,0,0,0,0.000238824,6.20472712773207E-08,-1.49698236656339E-24,-4.07210097102362E-13,6.204727128E-08,7.67734671986729E-20,1.59216002679355E-10,0,0,0,0,0,0,package://iota/meshes/lower_pin.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota/meshes/lower_pin.STL,,Servo Pin-3,Origin_lower_pin,,lower_pin,fixed,0.028589,0.013247,0.0031239,0.057254,0,-0.27933,r_plate,0,0,0,,,,,,,,,,,,
f_servo,-0.00036971682008817,-3.52395606977654E-05,-0.00131147866176589,0,0,0,0.00677100575579448,4.31149666383789E-07,8.82221194039352E-11,-3.10904728009683E-08,6.71938564058982E-07,1.06335363009129E-09,3.91967417754935E-07,0,0,0,0,0,0,package://iota/meshes/f_servo.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://iota/meshes/f_servo.STL,,Servo Motor (SG90)(used)-2,Origin_f_servo,Axis_f_servo,f_servo,fixed,-0.00327850155878186,0.00710820887028432,0.0211565538865111,0,1.5707963267949,0,lower_pin,0,0,0,,,,,,,,,,,,
f_dock,-0.000583720901506664,-3.46944695195361E-17,0.000597711827388714,0,0,0,0.000956519229010847,3.43726720881399E-08,3.10192729707385E-25,9.6412822802805E-10,3.45134904910005E-08,-2.78535387045169E-24,6.75077500977736E-08,0,0,0,0,0,0,package://iota/meshes/f_dock.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota/meshes/f_dock.STL,,Symmetric Docking Plate-1,Origin_f_dock,Axis_f_dock,f_dock,continuous,-0.00534999999999996,0,-0.0215593320349417,3.14159265358979,0,3.03104582528322,f_servo,0,0,1,,,,,,,,,,,,
f_plate,0.000309399759430555,-0.00144767614728277,0.000962372542853741,0,0,0,0.00231351779814661,1.82919980797035E-07,-1.28250660235226E-09,-2.40540462265919E-11,7.76041593777085E-07,1.24847634322208E-09,9.5744099737356E-07,0,0,0,0,0,0,package://iota/meshes/f_plate.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota/meshes/f_plate.STL,,Face Plate_Revision2-1,Origin_f_plate,Axis_f_plate,f_plate,fixed,0.00710981547880829,0.0247871496673297,0.02925,0.279335238189619,1.5707963267949,0,r_plate,0,0,0,,,,,,,,,,,,
l_plate,0.036453781512605,0.0225,0.001,0,0,0,0.00563834139292079,9.18566945337334E-07,-2.20216452907176E-07,1.38007884533215E-26,1.67797643505038E-06,1.68685462267611E-24,2.59278448612577E-06,0,0,0,0,0,0,package://iota/meshes/l_plate.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota/meshes/l_plate.STL,,Side Plate-2,Origin_l_plate,Axis_l_plate,l_plate,fixed,-0.015594256799817,-0.0766777315109957,0.0338985670725845,1.5707963267949,0,0,base_link,0,0,0,,,,,,,,,,,,
upper_pin,-3.46944695195361E-18,0,0.0279,0,0,0,0.000238824,6.204727128E-08,0,2.00749775529513E-24,6.204727128E-08,3.30660373280005E-27,1.59216000000001E-10,0,0,0,0,0,0,package://iota/meshes/upper_pin.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota/meshes/upper_pin.STL,,Servo Pin-1,Origin_upper_pin,,upper_pin,fixed,0.045176,0.035576,-0.056,0,0,-0.2791,l_plate,0,0,0,,,,,,,,,,,,
b_servo,-0.00036971681486659,-3.523963099758E-05,-0.00131147869095147,0,0,0,0.00677100577989105,4.31149668793827E-07,8.8222281090352E-11,-3.1090472607926E-08,6.71938565978268E-07,1.0633490626013E-09,3.9196741868065E-07,0,0,0,0,0,0,package://iota/meshes/b_servo.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://iota/meshes/b_servo.STL,,Servo Motor (SG90)(used)-1,Origin_b_servo,Axis_b_servo,b_servo,fixed,0.0034656966666195,-0.00820924646147805,0.0226525215937532,-1.57079632679489,1.51354276544107,1.57056578752365,upper_pin,0,0,0,,,,,,,,,,,,
b_dock,-0.000583720901506657,-6.93889390390723E-18,0.0005977118273887,0,0,0,0.000956519229010847,3.43726720881399E-08,4.96308367531817E-24,9.64128228028072E-10,3.45134904910005E-08,-1.15666401227185E-23,6.75077500977736E-08,0,0,0,0,0,0,package://iota/meshes/b_dock.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota/meshes/b_dock.STL,,Symmetric Docking Plate-2,Origin_b_dock,Axis_b_dock,b_dock,continuous,-0.00535000000000001,0,-0.0215593320349418,3.14159265358979,0,-2.35638402492922,b_servo,0,0,1,,,,,,,,,,,,
top_plate,6.93889390390723E-18,0.00122555734799465,1.38777878078145E-17,0,0,0,0.00602026632101009,1.29548427079343E-06,4.36959432062381E-23,1.82692972222254E-13,2.23546832291566E-06,6.64106438616836E-24,9.4621327600451E-07,0,0,0,0,0,0,package://iota/meshes/top_plate.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota/meshes/top_plate.STL,,BasePlate_Revision2-2,Origin_top_plate,Axis_top_plate,top_plate,fixed,0.042248384032793,0.045,-0.028,0,0,0,l_plate,0,0,0,,,,,,,,,,,,
tbr_motor,1.38777878078145E-17,6.93889390390723E-18,0.0106870527000651,0,0,0,0.000645828982770904,2.61519018844216E-08,2.06795153138257E-25,1.24651660289363E-23,2.61519018844215E-08,-9.73446627734705E-25,2.86716606772477E-09,0,0,0,0,0,0,package://iota/meshes/tbr_motor.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota/meshes/tbr_motor.STL,,Motor_CAT Track-10,Origin_tbr_motor,Axis_tbr_motor,tbr_motor,fixed,0.0178826765348059,-0.00299999999999999,-0.000144283776645951,3.14159265358979,0,1.46819705601191,top_plate,0,0,0,,,,,,,,,,,,
tbr_wheel,-6.93889390390723E-18,-1.38777878078145E-17,-0.0025,0,0,0,0.000681713039458371,8.90885323732182E-09,-1.83332255573129E-43,1.4751387590529E-25,8.90885323732182E-09,-2.31915303300036E-41,1.49772354769004E-08,0,0,0,0,0,0,package://iota/meshes/tbr_wheel.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota/meshes/tbr_wheel.STL,,Wheel-6,Origin_tbr_wheel,Axis_tbr_wheel,tbr_wheel,continuous,0,0,0.021,3.1416,0,1.4682,tbr_motor,0,0,1,,,,,,,,,,,,
tbl_motor,1.38777878078145E-17,0,0.0106870527000651,0,0,0,0.000645828982770904,2.61519018844216E-08,0,-7.73061443086642E-25,2.61519018844216E-08,-3.02895648981018E-26,2.86716606772477E-09,0,0,0,0,0,0,package://iota/meshes/tbl_motor.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota/meshes/tbl_motor.STL,,Motor_CAT Track-8,Origin_tbl_motor,Axis_tbl_motor,tbl_motor,fixed,0.0178826765348059,-0.00299999999999999,-0.000144283776645951,0,0,-0.997183454252289,top_plate,0,0,1,,,,,,,,,,,,
tbl_wheel,-1.38777878078145E-17,0,0.0025,0,0,0,0.000681713039458371,8.90885323732183E-09,-1.03397576569128E-25,-6.16325661004308E-25,8.90885323732182E-09,4.68312405634221E-26,1.49772354769004E-08,0,0,0,0,0,0,package://iota/meshes/tbl_wheel.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota/meshes/tbl_wheel.STL,,Wheel-7,Origin_tbl_wheel,Axis_tbl_wheel,tbl_wheel,continuous,0,0,0.021,0,0,1.10845521806602,tbl_motor,0,0,1,,,,,,,,,,,,
tfr_motor,-3.46944695195361E-18,0,0.0106870527000651,0,0,0,0.000645828982770904,2.61519018844216E-08,-2.06795153138257E-25,1.51436649401199E-24,2.61519018844216E-08,3.80279204495365E-25,2.86716606772477E-09,0,0,0,0,0,0,package://iota/meshes/tfr_motor.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota/meshes/tfr_motor.STL,,Motor_CAT Track-11,Origin_tfr_motor,Axis_tfr_motor,tfr_motor,fixed,-0.0194941929617864,-0.003,-2.24534021392858E-05,3.14159265358979,0,0.106028806705873,top_plate,0,0,1,,,,,,,,,,,,
tfr_wheel,-2.86229373536173E-17,-1.38777878078145E-17,-0.0025,0,0,0,0.000681713039458371,8.90885323732182E-09,-1.83332255573129E-43,1.4751387590529E-25,8.90885323732182E-09,-2.31915303300036E-41,1.49772354769004E-08,0,0,0,0,0,0,package://iota/meshes/tfr_wheel.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota/meshes/tfr_wheel.STL,,Wheel-4,Origin_tfr_wheel,Axis_tfr_wheel,tfr_wheel,continuous,0,0,0.021,3.14159265358979,0,0.106028806705873,tfr_motor,0,0,1,,,,,,,,,,,,
tfl_motor,-3.46944695195361E-18,1.38777878078145E-17,0.0106870527000651,0,0,0,0.000645828982770904,2.61519018844216E-08,-1.08495879687389E-45,1.57418999866429E-25,2.61519018844216E-08,-4.35365143856206E-41,2.86716606772477E-09,0,0,0,0,0,0,package://iota/meshes/tfl_motor.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota/meshes/tfl_motor.STL,,Motor_CAT Track-12,Origin_tfl_motor,Axis_tfl_motor,tfl_motor,fixed,-0.0194941929617864,-0.003,-2.24534021392858E-05,0,0,0,top_plate,0,0,0,,,,,,,,,,,,
tfl_wheel,0,0,0.0025,0,0,0,0.000681713039458372,8.90885323732182E-09,-1.83332255573151E-43,3.92123002955742E-41,8.90885323732183E-09,-2.31915303300036E-41,1.49772354769004E-08,0,0,0,0,0,0,package://iota/meshes/tfl_wheel.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota/meshes/tfl_wheel.STL,,Wheel-5,Origin_tfl_wheel,Axis_tfl_wheel,tfl_wheel,continuous,0,0,0.021,0,0,0,tfl_motor,0,0,1,,,,,,,,,,,,
b_plate,0.000310999719843649,0.00104215151184568,0.00112182676306154,0,0,0,0.00230993788046124,1.84355003500156E-07,4.92118238422235E-10,6.42000422942462E-11,7.76879023285739E-07,-1.26888192426726E-08,9.57966269872945E-07,0,0,0,0,0,0,package://iota/meshes/b_plate.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota/meshes/b_plate.STL,,Face Plate_Revision2-2,Origin_b_plate,,b_plate,fixed,0.06388,0.020927,-0.02875,-1.3638,1.5708,-1.5667,l_plate,0,0,0,,,,,,,,,,,,
