Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
front_servo,-0.000369716814866583,-3.523963099758E-05,-0.00131147869095147,0,0,0,0.00677100577989105,4.31149668793827E-07,8.8222281090352E-11,-3.1090472607926E-08,6.71938565978269E-07,1.06334906260128E-09,3.9196741868065E-07,0,0,0,0,0,0,package://iota-n/meshes/front_servo.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://iota-n/meshes/front_servo.STL,,Servo Motor (SG90)(used)-1,Origin_front_servo,Axis_front_servo,front_servo,fixed,0.0034656966666195,-0.00820924646147805,0.0226525215937532,-1.57079632679489,1.51354276544107,1.57056578752365,lower_bracket,0,0,0,,,,,,,,,,,,
front_dock,-0.000692612454533212,-6.93889390390723E-18,0.000650640212554926,0,0,0,0.00096771000234418,3.46441388332059E-08,2.06795153138257E-24,1.44084636105985E-09,3.57468269891799E-08,7.12003869818008E-25,6.85231877031537E-08,0,0,0,0,0,0,package://iota-n/meshes/front_dock.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota-n/meshes/front_dock.STL,,Symmetric Docking Plate-2,Origin_front_dock,Axis_front_dock,front_dock,continuous,-0.00535000000000001,0,-0.0190593320349418,3.14159265358979,0,0.173000373416657,front_servo,0,0,1,,,,,,,,,,,,
front_panel,0.00105475514322637,0.000672862260630749,0.00058269934770537,0,0,0,0.00230993788046124,1.84355003500156E-07,4.92118238422208E-10,6.42000422942406E-11,7.76879023285739E-07,-1.26888192426726E-08,9.57966269872945E-07,0,0,0,0,0,0,package://iota-n/meshes/front_panel.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota-n/meshes/front_panel.STL,,Face Plate_Revision2-2,Origin_front_panel,Axis_front_panel,front_panel,fixed,0.0644825369743734,0.0211802219227158,-0.0280062445817686,-1.36380991527172,1.57079631189374,-1.56665611972111,l_panel,0,0,0,,,,,,,,,,,,
top_panel,-0.00103502685327945,0.0012757185280504,5.45868716547715E-08,0,0,0,0.00796322972446395,1.89450555012974E-06,-2.37803553056497E-09,-1.24263355360839E-12,3.84203982307735E-06,-6.58215271117218E-12,1.95572515456215E-06,0,0,0,0,0,0,package://iota-n/meshes/top_panel.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota-n/meshes/top_panel.STL,,BasePlate_Revision2-1,Origin_top_panel,Axis_top_panel,top_panel,fixed,0.0312989282218165,-0.0025,-0.028,0,0,0,l_panel,0,0,0,,,,,,,,,,,,
ub_l_motor,0,0,0.0106870527000651,0,0,0,0.000645828982770904,2.61519018844216E-08,0,5.61589267348415E-25,2.61519018844216E-08,-1.11456021242263E-26,2.86716606772477E-09,0,0,0,0,0,0,package://iota-n/meshes/ub_l_motor.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota-n/meshes/ub_l_motor.STL,,Motor_CAT Track-3,Origin_ub_l_motor,Axis_ub_l_motor,ub_l_motor,fixed,-0.0278596823124971,0.00550000000000001,-0.000160189778555461,0,0,0.0567673670058895,top_panel,0,0,0,,,,,,,,,,,,
ub_l_wheel,1.73472347597681E-18,-6.93889390390723E-18,0.0025,0,0,0,0.000576666035103963,6.63502328890035E-09,-1.83332255573151E-43,-1.51355547018396E-41,6.63502328890035E-09,-1.83625666777319E-41,1.08672714315342E-08,0,0,0,0,0,0,package://iota-n/meshes/ub_l_wheel.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota-n/meshes/ub_l_wheel.STL,,Wheel-2,Origin_ub_l_wheel,Axis_ub_l_wheel,ub_l_wheel,continuous,0,0,0.021,0,0,-0.0567673670058895,ub_l_motor,0,0,1,,,,,,,,,,,,
ub_r_motor,6.93889390390723E-18,-1.73472347597681E-18,0.0106870527000651,0,0,0,0.000645828982770904,2.61519018844216E-08,5.39888222902339E-39,-3.40614589691418E-23,2.61519018844216E-08,-3.07440407770643E-23,2.86716606772477E-09,0,0,0,0,0,0,package://iota-n/meshes/ub_r_motor.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota-n/meshes/ub_r_motor.STL,,Motor_CAT Track-4,Origin_ub_r_motor,Axis_ub_r_motor,ub_r_motor,continuous,-0.0278596823124971,0.00550000000000001,-0.000160189778555461,-3.14159265358979,0,2.25067256820044,top_panel,0,0,1,,,,,,,,,,,,
ub_r_wheel,1.73472347597681E-18,0,-0.0025,0,0,0,0.000576666035103962,6.63502328890034E-09,-1.55096364853693E-25,4.17357209488067E-26,6.63502328890034E-09,5.70388553756667E-26,1.08672714315342E-08,0,0,0,0,0,0,package://iota-n/meshes/ub_r_wheel.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota-n/meshes/ub_r_wheel.STL,,Wheel-3,Origin_ub_r_wheel,Axis_ub_r_wheel,ub_r_wheel,continuous,0,0,0.021,-3.14159265358979,0,2.33553651872795,ub_r_motor,0,0,1,,,,,,,,,,,,
uf_l_motor,0,0,0.0106870527000651,0,0,0,0.000645828982770904,2.61519018844216E-08,0,-6.18543725057378E-25,2.61519018844216E-08,-8.993865166459E-26,2.86716606772477E-09,0,0,0,0,0,0,package://iota-n/meshes/uf_l_motor.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota-n/meshes/uf_l_motor.STL,,Motor_CAT Track-5,Origin_uf_l_motor,Axis_uf_l_motor,uf_l_motor,fixed,0.024664170926022,0.00549999999999999,0.000627140047234562,0,0,0.344784457208072,top_panel,0,0,0,,,,,,,,,,,,
uf_l_wheel,-1.38777878078145E-17,0,0.00250000000000002,0,0,0,0.000576666035103963,6.63502328890035E-09,1.03397576569128E-25,-1.4647599783518E-25,6.63502328890035E-09,-1.92407067270401E-26,1.08672714315342E-08,0,0,0,0,0,0,package://iota-n/meshes/uf_l_wheel.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota-n/meshes/uf_l_wheel.STL,,Wheel-8,Origin_uf_l_wheel,Axis_uf_l_wheel,uf_l_wheel,continuous,0,0,0.021,0,0,-0.420760994096352,uf_l_motor,0,0,1,,,,,,,,,,,,
uf_r_motor,-6.93889390390723E-18,-3.46944695195361E-18,0.0106870527000651,0,0,0,0.000645828982770904,2.61519018844216E-08,0,-5.83829846743935E-25,2.61519018844216E-08,2.01037285800756E-25,2.86716606772477E-09,0,0,0,0,0,0,package://iota-n/meshes/uf_r_motor.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota-n/meshes/uf_r_motor.STL,,Motor_CAT Track-6,Origin_uf_r_motor,Axis_uf_r_motor,uf_r_motor,fixed,0.024664170926022,0.00549999999999999,0.000627140047234562,3.14159265358979,0,-2.48006975227401,top_panel,0,0,0,,,,,,,,,,,,
uf_r_wheel,-2.08166817117217E-17,-1.38777878078145E-17,-0.0025,0,0,0,0.000576666035103962,6.63502328890035E-09,-1.03397576569128E-25,1.65348054277582E-25,6.63502328890035E-09,-1.43446289516941E-26,1.08672714315342E-08,0,0,0,0,0,0,package://iota-n/meshes/uf_r_wheel.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota-n/meshes/uf_r_wheel.STL,,Wheel-9,Origin_uf_r_Wheel,Axis_uf_r_Wheel,uf_r_Wheel,continuous,0,0,0.021,3.14159265358979,0,-2.58049522466332,uf_r_motor,0,0,1,,,,,,,,,,,,
r_panel,0.036453781512605,0.0225,0.000999999999999997,0,0,0,0.00563834139292078,9.18566945337333E-07,-2.20216452907176E-07,3.81701746341496E-24,1.67797643505038E-06,2.44586361529102E-24,2.59278448612577E-06,0,0,0,0,0,0,package://iota-n/meshes/r_panel.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota-n/meshes/r_panel.STL,,Side Plate-1,Origin_r_panel,Axis_r_panel,r_panel,fixed,-0.0156361653843612,-0.0186777315109957,0.0338985670725845,1.5707963267949,0,0,base_link,0,0,0,,,,,,,,,,,,
upper_bracket,1.83576001183444E-07,-3.46112027926893E-14,0.0278999999993961,0,0,0,0.000238824,6.20472712773207E-08,-1.47923141847411E-24,-4.07210097101754E-13,6.204727128E-08,7.6773758004357E-20,1.59216002679355E-10,0,0,0,0,0,0,package://iota-n/meshes/upper_bracket.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota-n/meshes/upper_bracket.STL,,Servo Pin-3,Origin_upper_bracket,Axis_upper_bracket,upper_bracket,fixed,0.0285891386480857,0.0132472543654309,0.00312388554404198,0.0572535613550783,0,-0.279334860442379,r_panel,0,0,0,,,,,,,,,,,,
back_servo,-0.000369716820088163,-3.52395606977654E-05,-0.00131147866176589,0,0,0,0.00677100575579448,4.31149666383788E-07,8.82221194039368E-11,-3.10904728009683E-08,6.71938564058982E-07,1.06335363009129E-09,3.91967417754935E-07,0,0,0,0,0,0,package://iota-n/meshes/back_servo.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://iota-n/meshes/back_servo.STL,,Servo Motor (SG90)(used)-2,Origin_back_servo,Axis_back_servo,back_servo,fixed,-0.00327850155878186,0.00710820887028432,0.0211565538865111,0,1.5707963267949,0,upper_bracket,0,0,0,,,,,,,,,,,,
back_dock,-0.000692612454533323,4.85722573273506E-16,0.00065064021255486,0,0,0,0.000967710002344181,3.46441388332059E-08,6.61744490042422E-24,1.44084636105986E-09,3.57468269891799E-08,6.47522178533514E-24,6.85231877031537E-08,0,0,0,0,0,0,package://iota-n/meshes/back_dock.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota-n/meshes/back_dock.STL,,Symmetric Docking Plate-1,Origin_back_dock,Axis_back_dock,back_dock,continuous,-0.00534999999999996,0,-0.019059332034942,3.14159265358979,0,-0.626368079302037,back_servo,0,0,1,,,,,,,,,,,,
back_panel,0.00105315517766193,-0.00185708279952024,-0.000528295422204238,0,0,0,0.00231351779814661,1.82919980797035E-07,-1.28250660235222E-09,-2.40540462265905E-11,7.76041593777085E-07,1.24847634322208E-09,9.5744099737356E-07,0,0,0,0,0,0,package://iota-n/meshes/back_panel.STL,1,1,1,0.32,0,0,0,0,0,0,package://iota-n/meshes/back_panel.STL,,Face Plate_Revision2-1,Origin_back_panel,Axis_back_panel,back_panel,fixed,0.00865558382549677,0.0247696852084958,0.0299937554182314,0.279335238189619,1.5707963267949,0,r_panel,0,0,0,,,,,,,,,,,,
